camera_id,district,department,nearest_station,camera_type,vendor,ownership,latitude,longitude,storage_type,retention_days,install_year,connectivity_status,is_synthetic
CAM00536,Bharuch,Home Department - Police,Mahila,IP Dome,Dahua,Government,21.697881,72.986675,Cloud,7,2019,Active,TRUE
CAM00537,Bharuch,Home Department - Police,Mahila,Analog Dome,CP Plus,Government,21.697043,72.986623,Local NVR,15,2020,Maintenance,TRUE
CAM00538,Bharuch,Home Department - Police,Mahila,IP PTZ,Dahua,Government,21.696472,72.986596,Local NVR,7,2019,Active,TRUE
CAM00539,Bharuch,Home Department - Police,Nabipur,IP PTZ,Honeywell,Government,21.81135,73.0322,Cloud,7,2020,Offline,TRUE
CAM00540,Bharuch,Home Department - Police,Nabipur,Analog Dome,CP Plus,Government,21.810665,73.032059,Local NVR,30,2018,Active,TRUE
CAM00541,Bharuch,Home Department - Police,Nabipur,IP Dome,Honeywell,Government,21.811826,73.03316,Local NVR,30,2024,Active,TRUE
CAM00542,Bharuch,Home Department - Police,Netrang,IP PTZ,CP Plus,Government,21.638338,73.365209,Local NVR,15,2024,Active,TRUE
CAM00543,Bharuch,Home Department - Police,Netrang,IP Bullet,Bosch,Government,21.63895,73.365292,Cloud,15,2020,Active,TRUE
CAM00544,Bharuch,Home Department - Police,Palej,IP Bullet,Honeywell,Government,21.921498,73.080081,Cloud,15,2025,Active,TRUE
CAM00545,Bharuch,Home Department - Police,Palej,IP PTZ,Dahua,Government,21.921801,73.081359,Cloud,7,2018,Maintenance,TRUE
CAM00546,Bharuch,Home Department - Police,Palej,IP Dome,CP Plus,Government,21.921896,73.080127,Local NVR,15,2019,Maintenance,TRUE
CAM00547,Bharuch,Home Department - Police,Palej,Analog PTZ,Hikvision,Government,21.923131,73.081238,Local NVR,30,2016,Active,TRUE
CAM00548,Bharuch,Home Department - Police,Umalla,Analog PTZ,Honeywell,Government,21.793066,73.29784,Cloud,30,2022,Active,TRUE
CAM00549,Bharuch,Home Department - Police,Umalla,IP PTZ,Dahua,Government,21.792763,73.29916,Local NVR,15,2024,Maintenance,TRUE
CAM00550,Bharuch,Home Department - Police,Umalla,IP PTZ,CP Plus,Government,21.793683,73.297539,Cloud,7,2018,Offline,TRUE
CAM00551,Bharuch,Home Department - Police,Umalla,IP Bullet,Dahua,Government,21.793244,73.297908,Cloud,30,2018,Active,TRUE
CAM00552,Bharuch,Home Department - Police,Vagara,IP PTZ,Bosch,Government,21.843377,72.843974,Cloud,30,2023,Active,TRUE
CAM00553,Bharuch,Home Department - Police,Vagara,IP Dome,CP Plus,Government,21.843082,72.843418,Cloud,7,2019,Offline,TRUE
CAM00554,Bharuch,Home Department - Police,Vagara,IP Bullet,Dahua,Government,21.841988,72.843708,Cloud,30,2016,Maintenance,TRUE
CAM00555,Bharuch,Home Department - Police,Valiya,IP Dome,CP Plus,Government,21.569532,73.158006,Local NVR,30,2020,Maintenance,TRUE
CAM00556,Bharuch,Home Department - Police,Valiya,Analog Dome,CP Plus,Government,21.569348,73.157165,Cloud,30,2022,Offline,TRUE
CAM00557,Bharuch,Home Department - Police,Valiya,IP PTZ,Honeywell,Government,21.568263,73.158162,Cloud,7,2021,Maintenance,TRUE
CAM00558,Bharuch,Home Department - Police,Valiya,Analog Dome,Honeywell,Government,21.568481,73.157053,Local NVR,7,2019,Offline,TRUE
CAM00559,Bharuch,Home Department - Police,Vedach,IP Dome,Honeywell,Government,22.143297,72.836554,Cloud,7,2025,Maintenance,TRUE
CAM00560,Bharuch,Home Department - Police,Vedach,IP Dome,Bosch,Government,22.144165,72.836555,Local NVR,15,2024,Active,TRUE
CAM00561,Bharuch,Home Department - Police,Zaghadiya,IP PTZ,Dahua,Government,21.716144,73.152123,Cloud,15,2023,Active,TRUE
CAM00562,Bharuch,Home Department - Police,Zaghadiya,Analog PTZ,Honeywell,Government,21.715648,73.153089,Local NVR,15,2017,Active,TRUE
CAM00563,Bharuch,Home Department - Police,Zaghadiya,Analog Dome,Honeywell,Government,21.7152,73.153049,Cloud,30,2016,Active,TRUE
CAM00564,Bharuch,Home Department - Police,Zaghadiya,IP PTZ,Dahua,Government,21.715865,73.15208,Cloud,7,2021,Maintenance,TRUE
CAM00565,Bharuch,Home Department - Police,Rajpardi,IP PTZ,Honeywell,Government,21.775144,73.218956,Local NVR,30,2024,Active,TRUE
CAM00566,Bharuch,Home Department - Police,Rajpardi,IP PTZ,Honeywell,Government,21.775875,73.219201,Local NVR,7,2019,Active,TRUE
CAM00567,Bharuch,Home Department - Police,Rajpardi,Analog Dome,Dahua,Government,21.775096,73.219357,Local NVR,30,2020,Active,TRUE
CAM00568,Bharuch,Home Department - Police,Rajpardi,IP PTZ,CP Plus,Government,21.775629,73.219673,Cloud,7,2019,Offline,TRUE
CAM00569,Bhavnagar,Home Department - Police,A Div.(Nilambaug),IP Dome,CP Plus,Government,21.766625,72.139752,Local NVR,30,2025,Active,TRUE
CAM00570,Bhavnagar,Home Department - Police,A Div.(Nilambaug),Analog Dome,Bosch,Government,21.766658,72.139792,Cloud,7,2023,Active,TRUE
CAM00571,Bhavnagar,Home Department - Police,A Div.(Nilambaug),IP PTZ,Bosch,Government,21.765609,72.138454,Local NVR,30,2016,Offline,TRUE
CAM00572,Bhavnagar,Home Department - Police,Alang,IP PTZ,Hikvision,Government,21.417946,72.160988,Cloud,30,2023,Offline,TRUE
CAM00573,Bhavnagar,Home Department - Police,Alang,Analog Dome,Honeywell,Government,21.416759,72.159572,Cloud,30,2025,Active,TRUE
CAM00574,Bhavnagar,Home Department - Police,Alang Marin,IP Bullet,Hikvision,Government,21.682656,72.281608,Local NVR,15,2016,Active,TRUE
CAM00575,Bhavnagar,Home Department - Police,Alang Marin,Analog Dome,Hikvision,Government,21.683796,72.281907,Cloud,7,2019,Offline,TRUE
CAM00576,Bhavnagar,Home Department - Police,Alang Marin,Analog PTZ,Dahua,Government,21.683103,72.282671,Local NVR,7,2025,Offline,TRUE
CAM00577,Bhavnagar,Home Department - Police,Alang Marin,Analog Dome,Hikvision,Government,21.684325,72.281996,Local NVR,7,2022,Maintenance,TRUE
CAM00578,Bhavnagar,Home Department - Police,B Div.(Ghogha Road),Analog PTZ,Hikvision,Government,21.771562,72.149321,Local NVR,30,2020,Offline,TRUE
CAM00579,Bhavnagar,Home Department - Police,B Div.(Ghogha Road),Analog Dome,Bosch,Government,21.77182,72.149988,Cloud,15,2022,Maintenance,TRUE
CAM00580,Bhavnagar,Home Department - Police,B Div.(Ghogha Road),IP PTZ,Hikvision,Government,21.772597,72.150805,Local NVR,7,2016,Maintenance,TRUE
CAM00581,Bhavnagar,Home Department - Police,B Div.(Ghogha Road),Analog PTZ,Bosch,Government,21.772511,72.150981,Local NVR,30,2019,Offline,TRUE
CAM00582,Bhavnagar,Home Department - Police,Bagdana,IP Dome,Bosch,Government,21.321668,71.827112,Local NVR,7,2020,Offline,TRUE
CAM00583,Bhavnagar,Home Department - Police,Bagdana,IP Bullet,Honeywell,Government,21.322084,71.827496,Local NVR,7,2021,Active,TRUE
CAM00584,Bhavnagar,Home Department - Police,Bhavnagar Port,Analog PTZ,CP Plus,Government,21.772027,72.145323,Cloud,7,2019,Active,TRUE
CAM00585,Bhavnagar,Home Department - Police,Bhavnagar Port,IP Dome,Hikvision,Government,21.772205,72.145541,Local NVR,30,2017,Active,TRUE
CAM00586,Bhavnagar,Home Department - Police,Bhavnagar Port,IP PTZ,Dahua,Government,21.772076,72.145875,Local NVR,15,2016,Offline,TRUE
CAM00587,Bhavnagar,Home Department - Police,C Div. (Gangajaliya),Analog PTZ,Bosch,Government,21.772823,72.151364,Cloud,30,2024,Active,TRUE
CAM00588,Bhavnagar,Home Department - Police,C Div. (Gangajaliya),Analog Dome,Hikvision,Government,21.772037,72.151031,Local NVR,15,2023,Active,TRUE
CAM00589,Bhavnagar,Home Department - Police,C Div. (Gangajaliya),IP PTZ,Dahua,Government,21.772763,72.149809,Cloud,7,2024,Active,TRUE
CAM00590,Bhavnagar,Home Department - Police,D Div. (Bortalav),Analog PTZ,CP Plus,Government,21.764668,72.151702,Local NVR,7,2025,Active,TRUE
CAM00591,Bhavnagar,Home Department - Police,D Div. (Bortalav),IP Bullet,Bosch,Government,21.76447,72.15222,Local NVR,7,2021,Maintenance,TRUE
CAM00592,Bhavnagar,Home Department - Police,D Div. (Bortalav),Analog PTZ,Bosch,Government,21.764883,72.151786,Cloud,30,2022,Active,TRUE
CAM00593,Bhavnagar,Home Department - Police,Datha,IP Bullet,Honeywell,Government,21.19325,71.9577,Local NVR,15,2020,Active,TRUE
CAM00594,Bhavnagar,Home Department - Police,Datha,IP PTZ,Hikvision,Government,21.192278,71.95796,Cloud,15,2018,Maintenance,TRUE
CAM00595,Bhavnagar,Home Department - Police,Datha,Analog Dome,Dahua,Government,21.192257,71.957842,Local NVR,15,2024,Active,TRUE
CAM00596,Bhavnagar,Home Department - Police,Datha,IP Dome,CP Plus,Government,21.193027,71.957256,Cloud,7,2022,Active,TRUE
CAM00597,Bhavnagar,Home Department - Police,Gariadhar,Analog PTZ,Dahua,Government,21.442161,71.576127,Local NVR,30,2021,Offline,TRUE
CAM00598,Bhavnagar,Home Department - Police,Gariadhar,IP PTZ,Hikvision,Government,21.442328,71.576418,Local NVR,30,2016,Offline,TRUE
CAM00599,Bhavnagar,Home Department - Police,Gariadhar,IP Bullet,Dahua,Government,21.441009,71.576991,Local NVR,15,2024,Offline,TRUE
CAM00600,Bhavnagar,Home Department - Police,Ghogha,IP PTZ,Honeywell,Government,21.687609,72.272114,Local NVR,15,2017,Active,TRUE
CAM00601,Bhavnagar,Home Department - Police,Ghogha,IP PTZ,Honeywell,Government,21.687777,72.272463,Local NVR,7,2021,Active,TRUE
CAM00602,Bhavnagar,Home Department - Police,Ghogha,Analog PTZ,Dahua,Government,21.686506,72.271721,Local NVR,15,2021,Maintenance,TRUE
CAM00603,Bhavnagar,Home Department - Police,Jesar,IP PTZ,CP Plus,Government,21.368625,71.666817,Cloud,7,2023,Active,TRUE
CAM00604,Bhavnagar,Home Department - Police,Jesar,IP Bullet,CP Plus,Government,21.368589,71.667071,Local NVR,7,2017,Active,TRUE
CAM00605,Bhavnagar,Home Department - Police,Jesar,IP Dome,Hikvision,Government,21.367394,71.667461,Local NVR,30,2024,Active,TRUE
CAM00606,Bhavnagar,Home Department - Police,Khuntwada,Analog PTZ,CP Plus,Government,21.190251,71.646757,Cloud,30,2022,Active,TRUE
CAM00607,Bhavnagar,Home Department - Police,Khuntwada,IP Bullet,Hikvision,Government,21.190577,71.646706,Cloud,30,2024,Active,TRUE
CAM00608,Bhavnagar,Home Department - Police,Mahila,Analog PTZ,Honeywell,Government,21.772866,72.149927,Local NVR,7,2024,Offline,TRUE
CAM00609,Bhavnagar,Home Department - Police,Mahila,IP PTZ,Honeywell,Government,21.771629,72.150162,Local NVR,15,2025,Maintenance,TRUE
CAM00610,Bhavnagar,Home Department - Police,Mahila,Analog PTZ,Dahua,Government,21.772281,72.150534,Local NVR,15,2023,Active,TRUE
CAM00611,Bhavnagar,Home Department - Police,Mahuva,Analog PTZ,Dahua,Government,21.091435,71.769284,Local NVR,30,2018,Active,TRUE
CAM00612,Bhavnagar,Home Department - Police,Mahuva,Analog PTZ,Hikvision,Government,21.092654,71.769227,Local NVR,15,2023,Offline,TRUE
CAM00613,Bhavnagar,Home Department - Police,Mahuva,IP Bullet,Bosch,Government,21.091832,71.768355,Local NVR,15,2021,Active,TRUE
CAM00614,Bhavnagar,Home Department - Police,Palitana Rural,IP Bullet,Dahua,Government,21.531539,71.831534,Cloud,15,2022,Active,TRUE
CAM00615,Bhavnagar,Home Department - Police,Palitana Rural,Analog PTZ,Dahua,Government,21.531182,71.831811,Local NVR,15,2025,Active,TRUE
CAM00616,Bhavnagar,Home Department - Police,Palitana Town,Analog Dome,Bosch,Government,21.528806,71.829634,Local NVR,30,2023,Offline,TRUE
CAM00617,Bhavnagar,Home Department - Police,Palitana Town,IP Dome,Honeywell,Government,21.529364,71.82969,Cloud,7,2018,Active,TRUE
CAM00618,Bhavnagar,Home Department - Police,Shihor,IP Bullet,Hikvision,Government,21.716101,71.959164,Cloud,7,2016,Maintenance,TRUE
CAM00619,Bhavnagar,Home Department - Police,Shihor,Analog PTZ,Bosch,Government,21.716007,71.958633,Cloud,15,2023,Active,TRUE
CAM00620,Bhavnagar,Home Department - Police,Shihor,Analog PTZ,Bosch,Government,21.717134,71.95959,Cloud,30,2016,Maintenance,TRUE
CAM00621,Bhavnagar,Home Department - Police,Songadh,IP Dome,Hikvision,Government,21.707409,71.88618,Cloud,15,2022,Maintenance,TRUE
CAM00622,Bhavnagar,Home Department - Police,Songadh,IP PTZ,Hikvision,Government,21.707508,71.886455,Cloud,15,2019,Maintenance,TRUE
CAM00623,Bhavnagar,Home Department - Police,Talaja,IP Dome,Honeywell,Government,21.352069,72.040442,Cloud,15,2018,Maintenance,TRUE
CAM00624,Bhavnagar,Home Department - Police,Talaja,IP Bullet,Hikvision,Government,21.351488,72.039115,Cloud,30,2016,Maintenance,TRUE
CAM00625,Bhavnagar,Home Department - Police,Talaja,Analog Dome,Hikvision,Government,21.350923,72.039058,Local NVR,7,2020,Active,TRUE
CAM00626,Bhavnagar,Home Department - Police,Talaja,Analog Dome,CP Plus,Government,21.352083,72.039803,Local NVR,7,2023,Active,TRUE
CAM00627,Bhavnagar,Home Department - Police,Umarala,IP Dome,Hikvision,Government,21.845217,71.802442,Local NVR,30,2021,Active,TRUE
CAM00628,Bhavnagar,Home Department - Police,Umarala,IP PTZ,CP Plus,Government,21.845579,71.802632,Local NVR,30,2018,Active,TRUE
CAM00629,Bhavnagar,Home Department - Police,Vallabhipur,Analog PTZ,CP Plus,Government,21.891748,71.877726,Local NVR,7,2022,Maintenance,TRUE
CAM00630,Bhavnagar,Home Department - Police,Vallabhipur,IP PTZ,CP Plus,Government,21.8917,71.878694,Cloud,30,2024,Active,TRUE
CAM00631,Bhavnagar,Home Department - Police,Vallabhipur,Analog Dome,CP Plus,Government,21.891011,71.878531,Cloud,30,2025,Active,TRUE
CAM00632,Bhavnagar,Home Department - Police,Vartej,IP PTZ,Hikvision,Government,21.741554,72.06258,Local NVR,30,2021,Active,TRUE
CAM00633,Bhavnagar,Home Department - Police,Vartej,Analog Dome,CP Plus,Government,21.742611,72.063222,Local NVR,30,2021,Active,TRUE
CAM00634,Bhavnagar,Home Department - Police,Vartej,IP Bullet,Honeywell,Government,21.742207,72.063076,Local NVR,30,2022,Active,TRUE
CAM00635,Bhavnagar,Home Department - Police,Velavadar Bhal,IP Dome,Hikvision,Government,22.040761,72.015366,Cloud,7,2021,Active,TRUE
CAM00636,Bhavnagar,Home Department - Police,Velavadar Bhal,IP PTZ,CP Plus,Government,22.040573,72.014684,Cloud,7,2017,Offline,TRUE
CAM00637,Bhavnagar,Home Department - Police,Velavadar Bhal,Analog Dome,Honeywell,Government,22.041406,72.015327,Local NVR,7,2023,Active,TRUE
CAM00638,Bhavnagar,Home Department - Police,Velavadar Bhal,IP Bullet,Bosch,Government,22.040648,72.01592,Cloud,15,2016,Active,TRUE
CAM00639,Bhavnagar,Home Department - Police,Bharatnagar,Analog PTZ,Hikvision,Government,21.759604,72.158742,Local NVR,30,2022,Active,TRUE
CAM00640,Bhavnagar,Home Department - Police,Bharatnagar,IP Bullet,Honeywell,Government,21.759922,72.158555,Cloud,7,2017,Active,TRUE
CAM00641,Bhavnagar,Home Department - Police,Bharatnagar,IP Bullet,Honeywell,Government,21.759557,72.157394,Cloud,30,2024,Offline,TRUE
CAM00642,Botad,Home Department - Police,Barvala,Analog PTZ,Bosch,Government,22.155425,71.897097,Local NVR,7,2025,Active,TRUE
CAM00643,Botad,Home Department - Police,Barvala,Analog PTZ,CP Plus,Government,22.155508,71.896708,Local NVR,15,2024,Active,TRUE
CAM00644,Botad,Home Department - Police,Barvala,IP PTZ,Bosch,Government,22.155072,71.897512,Local NVR,30,2021,Active,TRUE
CAM00645,Botad,Home Department - Police,Botad,Analog PTZ,Dahua,Government,22.174895,71.665444,Local NVR,15,2024,Maintenance,TRUE
CAM00646,Botad,Home Department - Police,Botad,Analog Dome,Hikvision,Government,22.173913,71.664831,Cloud,15,2020,Active,TRUE
CAM00647,Botad,Home Department - Police,Botad,IP Dome,Dahua,Government,22.174454,71.665168,Cloud,7,2021,Active,TRUE
CAM00648,Botad,Home Department - Police,Botad,Analog PTZ,Honeywell,Government,22.174742,71.66505,Cloud,7,2020,Active,TRUE
CAM00649,Botad,Home Department - Police,Dhasa,IP Dome,Dahua,Government,21.805632,71.51434,Local NVR,7,2019,Maintenance,TRUE
CAM00650,Botad,Home Department - Police,Dhasa,IP Dome,Honeywell,Government,21.806953,71.514861,Local NVR,7,2025,Offline,TRUE
CAM00651,Botad,Home Department - Police,Dhasa,Analog PTZ,Bosch,Government,21.806154,71.515024,Local NVR,7,2021,Active,TRUE
CAM00652,Botad,Home Department - Police,Gadhada,IP PTZ,Hikvision,Government,21.970165,71.578155,Local NVR,30,2016,Active,TRUE
CAM00653,Botad,Home Department - Police,Gadhada,Analog Dome,CP Plus,Government,21.969565,71.578088,Cloud,7,2021,Maintenance,TRUE
CAM00654,Botad,Home Department - Police,Gadhada,Analog Dome,Hikvision,Government,21.970738,71.578426,Cloud,15,2025,Active,TRUE
CAM00655,Botad,Home Department - Police,Gadhada,IP Dome,Bosch,Government,21.970405,71.577337,Cloud,30,2021,Maintenance,TRUE
CAM00656,Botad,Home Department - Police,Paliyad,IP Bullet,Bosch,Government,22.26201,71.571234,Cloud,15,2018,Maintenance,TRUE
CAM00657,Botad,Home Department - Police,Paliyad,Analog Dome,CP Plus,Government,22.263031,71.570684,Cloud,7,2025,Active,TRUE
CAM00658,Botad,Home Department - Police,Paliyad,IP Dome,Hikvision,Government,22.263255,71.570913,Local NVR,15,2025,Active,TRUE
CAM00659,Botad,Home Department - Police,Ranpur,Analog PTZ,CP Plus,Government,22.352768,71.714237,Local NVR,30,2016,Maintenance,TRUE
CAM00660,Botad,Home Department - Police,Ranpur,IP Bullet,Dahua,Government,22.353547,71.71441,Cloud,30,2019,Active,TRUE
CAM00661,Botad,Home Department - Police,Ranpur,IP Bullet,Dahua,Government,22.352627,71.713715,Cloud,15,2025,Active,TRUE
CAM00662,Botad,Home Department - Police,Mahila,Analog Dome,CP Plus,Government,22.174339,71.662675,Cloud,30,2019,Offline,TRUE
CAM00663,Botad,Home Department - Police,Mahila,IP Bullet,Hikvision,Government,22.17488,71.663622,Local NVR,30,2025,Offline,TRUE
CAM00664,Botad,Home Department - Police,Mahila,IP Bullet,Honeywell,Government,22.173607,71.662941,Local NVR,7,2020,Maintenance,TRUE
CAM00665,Chhotaudepur,Home Department - Police,Bodeli,Analog PTZ,Hikvision,Government,22.272251,73.71574,Cloud,15,2020,Maintenance,TRUE
CAM00666,Chhotaudepur,Home Department - Police,Bodeli,Analog PTZ,Bosch,Government,22.270966,73.716305,Cloud,7,2017,Active,TRUE
CAM00667,Chhotaudepur,Home Department - Police,Bodeli,IP Dome,CP Plus,Government,22.271451,73.716444,Local NVR,15,2016,Maintenance,TRUE
CAM00668,Chhotaudepur,Home Department - Police,Bodeli,Analog PTZ,Dahua,Government,22.271258,73.715903,Local NVR,7,2021,Offline,TRUE
CAM00669,Chhotaudepur,Home Department - Police,Chhotaudepur,IP Dome,Honeywell,Government,22.312964,74.013692,Local NVR,7,2022,Active,TRUE
CAM00670,Chhotaudepur,Home Department - Police,Chhotaudepur,IP Dome,Bosch,Government,22.312118,74.013273,Cloud,15,2018,Active,TRUE
CAM00671,Chhotaudepur,Home Department - Police,Chhotaudepur,Analog Dome,Dahua,Government,22.312534,74.013334,Local NVR,30,2020,Active,TRUE
CAM00672,Chhotaudepur,Home Department - Police,Jetpurpavi,IP Bullet,Dahua,Government,22.34513,73.842776,Cloud,15,2019,Active,TRUE
CAM00673,Chhotaudepur,Home Department - Police,Jetpurpavi,Analog PTZ,Hikvision,Government,22.345137,73.842747,Cloud,7,2018,Active,TRUE
CAM00674,Chhotaudepur,Home Department - Police,Kadwal,IP PTZ,Dahua,Government,22.486524,73.767703,Local NVR,30,2022,Active,TRUE
CAM00675,Chhotaudepur,Home Department - Police,Kadwal,IP Bullet,Hikvision,Government,22.485489,73.766663,Local NVR,30,2018,Offline,TRUE
CAM00676,Chhotaudepur,Home Department - Police,Karali,Analog PTZ,Hikvision,Government,22.204455,73.845571,Local NVR,7,2016,Offline,TRUE
CAM00677,Chhotaudepur,Home Department - Police,Karali,IP Bullet,Bosch,Government,22.205562,73.845997,Local NVR,15,2021,Active,TRUE
CAM00678,Chhotaudepur,Home Department - Police,Karali,IP Dome,Dahua,Government,22.204334,73.84556,Local NVR,7,2022,Active,TRUE
CAM00679,Chhotaudepur,Home Department - Police,Karali,Analog Dome,Bosch,Government,22.205403,73.845272,Local NVR,15,2023,Active,TRUE
CAM00680,Chhotaudepur,Home Department - Police,Kwant,Analog PTZ,Bosch,Government,22.090493,74.055352,Cloud,30,2022,Active,TRUE
CAM00681,Chhotaudepur,Home Department - Police,Kwant,IP Bullet,Honeywell,Government,22.090577,74.056766,Local NVR,30,2016,Active,TRUE
CAM00682,Chhotaudepur,Home Department - Police,Kwant,IP Bullet,Dahua,Government,22.090768,74.056206,Local NVR,15,2016,Active,TRUE
CAM00683,Chhotaudepur,Home Department - Police,Naswadi,IP Dome,Honeywell,Government,22.048754,73.731943,Cloud,15,2025,Maintenance,TRUE
CAM00684,Chhotaudepur,Home Department - Police,Naswadi,Analog Dome,Honeywell,Government,22.048087,73.732084,Cloud,15,2018,Maintenance,TRUE
CAM00685,Chhotaudepur,Home Department - Police,Naswadi,Analog Dome,CP Plus,Government,22.048506,73.731228,Local NVR,7,2023,Active,TRUE
CAM00686,Chhotaudepur,Home Department - Police,Rangpur,IP Dome,Hikvision,Government,22.375685,74.168603,Cloud,30,2018,Maintenance,TRUE
CAM00687,Chhotaudepur,Home Department - Police,Rangpur,Analog Dome,Honeywell,Government,22.375581,74.167124,Cloud,15,2022,Offline,TRUE
CAM00688,Chhotaudepur,Home Department - Police,Rangpur,Analog Dome,CP Plus,Government,22.375125,74.168353,Cloud,7,2021,Active,TRUE
CAM00689,Chhotaudepur,Home Department - Police,Sankheda,Analog PTZ,CP Plus,Government,22.168422,73.576344,Cloud,7,2023,Active,TRUE
CAM00690,Chhotaudepur,Home Department - Police,Sankheda,IP PTZ,Bosch,Government,22.168336,73.577167,Local NVR,30,2016,Active,TRUE
CAM00691,Chhotaudepur,Home Department - Police,Sankheda,Analog Dome,Bosch,Government,22.169424,73.576677,Local NVR,15,2019,Maintenance,TRUE
CAM00692,Chhotaudepur,Home Department - Police,Sankheda,Analog Dome,Dahua,Government,22.168473,73.576869,Cloud,7,2019,Active,TRUE
CAM00693,Chhotaudepur,Home Department - Police,Panvad,IP Dome,Honeywell,Government,22.20714,74.03483,Local NVR,15,2018,Active,TRUE
CAM00694,Chhotaudepur,Home Department - Police,Panvad,IP Bullet,Dahua,Government,22.207129,74.034953,Cloud,15,2018,Offline,TRUE
CAM00695,Chhotaudepur,Home Department - Police,Mahila,Analog PTZ,Dahua,Government,22.304466,74.015365,Local NVR,7,2020,Maintenance,TRUE
CAM00696,Chhotaudepur,Home Department - Police,Mahila,IP Bullet,Hikvision,Government,22.304307,74.015314,Local NVR,15,2023,Offline,TRUE
CAM00697,Chhotaudepur,Home Department - Police,Mahila,Analog Dome,Hikvision,Government,22.303534,74.015575,Cloud,30,2019,Offline,TRUE
CAM00698,Dahod,Home Department - Police,Dahod Rural,IP PTZ,Honeywell,Government,22.831264,74.22833,Local NVR,15,2020,Offline,TRUE
CAM00699,Dahod,Home Department - Police,Dahod Rural,Analog Dome,Honeywell,Government,22.831428,74.228212,Local NVR,30,2018,Maintenance,TRUE
CAM00700,Dahod,Home Department - Police,Dahod Town,Analog PTZ,CP Plus,Government,22.839534,74.260101,Cloud,7,2019,Active,TRUE
CAM00701,Dahod,Home Department - Police,Dahod Town,Analog Dome,Bosch,Government,22.838917,74.259944,Local NVR,7,2019,Active,TRUE
CAM00702,Dahod,Home Department - Police,Dahod Town,IP Dome,CP Plus,Government,22.838709,74.259961,Local NVR,15,2019,Active,TRUE
CAM00703,Dahod,Home Department - Police,Devgadh Baria,IP Dome,Dahua,Government,22.700651,73.91578,Local NVR,15,2016,Offline,TRUE
CAM00704,Dahod,Home Department - Police,Devgadh Baria,IP Bullet,Dahua,Government,22.701219,73.914842,Local NVR,30,2018,Maintenance,TRUE
CAM00705,Dahod,Home Department - Police,Devgadh Baria,IP PTZ,CP Plus,Government,22.701759,73.916225,Local NVR,30,2018,Active,TRUE
CAM00706,Dahod,Home Department - Police,Dhanpur,Analog Dome,Dahua,Government,22.636801,74.098408,Local NVR,30,2016,Offline,TRUE
CAM00707,Dahod,Home Department - Police,Dhanpur,Analog PTZ,Hikvision,Government,22.635424,74.098702,Cloud,15,2021,Active,TRUE
CAM00708,Dahod,Home Department - Police,Dhanpur,IP Bullet,Honeywell,Government,22.636,74.098338,Local NVR,7,2024,Offline,TRUE
CAM00709,Dahod,Home Department - Police,Fatepura,IP Dome,Dahua,Government,23.259956,74.039953,Local NVR,7,2021,Maintenance,TRUE
CAM00710,Dahod,Home Department - Police,Fatepura,IP Bullet,Honeywell,Government,23.259979,74.039269,Local NVR,7,2020,Active,TRUE
CAM00711,Dahod,Home Department - Police,Garbada,IP PTZ,Honeywell,Government,22.685923,74.31167,Cloud,15,2017,Offline,TRUE
CAM00712,Dahod,Home Department - Police,Garbada,Analog Dome,Dahua,Government,22.684787,74.310882,Local NVR,7,2023,Active,TRUE
CAM00713,Dahod,Home Department - Police,Garbada,IP Bullet,Hikvision,Government,22.68599,74.311958,Local NVR,15,2018,Offline,TRUE
CAM00714,Dahod,Home Department - Police,Katvara,IP Dome,Dahua,Government,22.777752,74.352507,Local NVR,7,2025,Active,TRUE
CAM00715,Dahod,Home Department - Police,Katvara,IP Dome,Honeywell,Government,22.778682,74.352015,Local NVR,30,2020,Active,TRUE
CAM00716,Dahod,Home Department - Police,Limdi,Analog PTZ,Bosch,Government,23.009247,74.157912,Cloud,15,2024,Active,TRUE
CAM00717,Dahod,Home Department - Police,Limdi,Analog Dome,Honeywell,Government,23.009169,74.157602,Cloud,7,2025,Offline,TRUE
CAM00718,Dahod,Home Department - Police,Limdi,Analog PTZ,Honeywell,Government,23.009517,74.157969,Cloud,7,2018,Active,TRUE
CAM00719,Dahod,Home Department - Police,Limkheda,IP Dome,CP Plus,Government,22.828423,73.988708,Cloud,15,2023,Active,TRUE
CAM00720,Dahod,Home Department - Police,Limkheda,IP PTZ,CP Plus,Government,22.82751,73.988195,Local NVR,30,2022,Active,TRUE
CAM00721,Dahod,Home Department - Police,Limkheda,IP Dome,Bosch,Government,22.827881,73.989569,Cloud,7,2024,Maintenance,TRUE
CAM00722,Dahod,Home Department - Police,Mahila,IP PTZ,CP Plus,Government,22.83796,74.259472,Cloud,7,2023,Offline,TRUE
CAM00723,Dahod,Home Department - Police,Mahila,Analog PTZ,Dahua,Government,22.837604,74.258894,Local NVR,15,2018,Active,TRUE
CAM00724,Dahod,Home Department - Police,Randhikpur,IP Bullet,Dahua,Government,22.962265,73.961348,Local NVR,30,2023,Offline,TRUE
CAM00725,Dahod,Home Department - Police,Randhikpur,Analog PTZ,Honeywell,Government,22.961638,73.9609,Cloud,15,2017,Offline,TRUE
CAM00726,Dahod,Home Department - Police,Sanjeli,IP Bullet,Honeywell,Government,23.058171,73.969414,Cloud,15,2025,Maintenance,TRUE
CAM00727,Dahod,Home Department - Police,Sanjeli,IP PTZ,Bosch,Government,23.057569,73.969045,Local NVR,30,2025,Active,TRUE
